job_id,verified_condition_id,run_id,proposer_pool,verified_stratum_id,unverified_stratum_id,unverified_stratum_basis,corpus,reference,buffer_m,frame_id,N,min_votes,prob_t,status,pairing_basis,blocked_reason,unverified_condition_id,unverified_detections_path,unverified_eval_path,union_path,crop_manifest_path,materialise_filter,reference_path,bounds_path,engine,output_dir,materialise_command,command,notes
pair::stride-55map-2026-08-25::g384-ov128-55map-n5-carried-p0.15-k4-r2-gt,stride-55map-2026-08-25::g384-ov128-55map-n5-carried-p0.15-k4-r2-gt,stride-55map-2026-08-25,g384_ov128_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,5,4,0.15,ready,first-n-recluster,,,results/uplift-supplement/verifier-pairing/first-n/g384_ov128_55map-n5-k4/twin.geojson,,,,"vote_count >= 4 at prob_t = 0.0, over clusters re-built from passes[:5]",inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-n5-carried-p0_15-k4-r2-gt,,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/first-n/g384_ov128_55map-n5-k4/twin.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-n5-carried-p0_15-k4-r2-gt --label stride-55map-2026-08-25__g384-ov128-55map-n5-carried-p0_15-k4-r2-gt-unverified,"twin derived by re-clustering passes[:5] exactly as scripts/stride55_ladder.py builds the rung, then taking the shell vote_count >= 4 at prob_t = 0.0; 13862 features, gated against the rung's recorded pre-verifier count (results/55map-final-board-2026-08-27/sweep_A-N5.csv + results/55map-final-board-r2-2026-09-06/sweep_A-N5.csv) and against a full-K rebuild of the committed union (38713 features, max centroid drift 0.069 m)"
pair::stride-55map-2026-08-25::g384-ov192-55map-n10-oracle-p0.20-k9-r2-gt,stride-55map-2026-08-25::g384-ov192-55map-n10-oracle-p0.20-k9-r2-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,10,9,0.2,ready-after-materialise,union,,,,,outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/union_k10.geojson,,vote_count >= 9,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-oracle-p0_20-k9-r2-gt,python scripts/materialise_pairing_twin.py --union outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/union_k10.geojson --min-votes 9 --expect-manifest outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-oracle-p0_20-k9-r2-gt/twin-9of10.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-oracle-p0_20-k9-r2-gt/twin-9of10.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-oracle-p0_20-k9-r2-gt --label stride-55map-2026-08-25__g384-ov192-55map-n10-oracle-p0_20-k9-r2-gt-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/crops/candidate_manifest.json"
pair::stride-55map-2026-08-25::g384-ov192-55map-n10-carried-p0.15-k10-r2-gt,stride-55map-2026-08-25::g384-ov192-55map-n10-carried-p0.15-k10-r2-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,10,10,0.15,ready-after-materialise,union,,,,,outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/union_k10.geojson,,vote_count >= 10,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-carried-p0_15-k10-r2-gt,python scripts/materialise_pairing_twin.py --union outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/union_k10.geojson --min-votes 10 --expect-manifest outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-carried-p0_15-k10-r2-gt/twin-10of10.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-carried-p0_15-k10-r2-gt/twin-10of10.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-carried-p0_15-k10-r2-gt --label stride-55map-2026-08-25__g384-ov192-55map-n10-carried-p0_15-k10-r2-gt-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/crops/candidate_manifest.json"
pair::stride-55map-2026-08-25::g384-ov192-55map-n1-oracle-p0.20-k1-r2-gt,stride-55map-2026-08-25::g384-ov192-55map-n1-oracle-p0.20-k1-r2-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,1,1,0.2,ready,first-n-recluster,,,results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n1-k1/twin.geojson,,,,"vote_count >= 1 at prob_t = 0.0, over clusters re-built from passes[:1]",inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n1-oracle-p0_20-k1-r2-gt,,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n1-k1/twin.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n1-oracle-p0_20-k1-r2-gt --label stride-55map-2026-08-25__g384-ov192-55map-n1-oracle-p0_20-k1-r2-gt-unverified,"twin derived by re-clustering passes[:1] exactly as scripts/stride55_ladder.py builds the rung, then taking the shell vote_count >= 1 at prob_t = 0.0; 24923 features, gated against the rung's recorded pre-verifier count (results/55map-final-board-2026-08-27/sweep_B-N1.csv + results/55map-final-board-r2-2026-09-06/sweep_B-N1.csv) and against a full-K rebuild of the committed union (57482 features, max centroid drift 0.069 m)"
pair::stride-55map-2026-08-25::g384-ov192-55map-n3-oracle-p0.20-k3-r2-gt,stride-55map-2026-08-25::g384-ov192-55map-n3-oracle-p0.20-k3-r2-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,3,3,0.2,ready,first-n-recluster,,,results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n3-k3/twin.geojson,,,,"vote_count >= 3 at prob_t = 0.0, over clusters re-built from passes[:3]",inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n3-oracle-p0_20-k3-r2-gt,,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n3-k3/twin.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n3-oracle-p0_20-k3-r2-gt --label stride-55map-2026-08-25__g384-ov192-55map-n3-oracle-p0_20-k3-r2-gt-unverified,"twin derived by re-clustering passes[:3] exactly as scripts/stride55_ladder.py builds the rung, then taking the shell vote_count >= 3 at prob_t = 0.0; 16706 features, gated against the rung's recorded pre-verifier count (results/55map-final-board-2026-08-27/sweep_B-N3.csv + results/55map-final-board-r2-2026-09-06/sweep_B-N3.csv) and against a full-K rebuild of the committed union (57482 features, max centroid drift 0.069 m)"
pair::stride-55map-2026-08-25::g384-ov192-55map-n5-oracle-p0.20-k5-r2-gt,stride-55map-2026-08-25::g384-ov192-55map-n5-oracle-p0.20-k5-r2-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,5,5,0.2,ready,first-n-recluster,,,results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n5-k5/twin.geojson,,,,"vote_count >= 5 at prob_t = 0.0, over clusters re-built from passes[:5]",inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n5-oracle-p0_20-k5-r2-gt,,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n5-k5/twin.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n5-oracle-p0_20-k5-r2-gt --label stride-55map-2026-08-25__g384-ov192-55map-n5-oracle-p0_20-k5-r2-gt-unverified,"twin derived by re-clustering passes[:5] exactly as scripts/stride55_ladder.py builds the rung, then taking the shell vote_count >= 5 at prob_t = 0.0; 14889 features, gated against the rung's recorded pre-verifier count (results/55map-final-board-2026-08-27/sweep_B-N5.csv + results/55map-final-board-r2-2026-09-06/sweep_B-N5.csv) and against a full-K rebuild of the committed union (57482 features, max centroid drift 0.069 m)"
pair::stride-55map-2026-08-25::g384-ov192-55map-n5-carried-p0.15-k5-r2-gt,stride-55map-2026-08-25::g384-ov192-55map-n5-carried-p0.15-k5-r2-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,5,5,0.15,ready,first-n-recluster,,,results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n5-k5/twin.geojson,,,,"vote_count >= 5 at prob_t = 0.0, over clusters re-built from passes[:5]",inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n5-carried-p0_15-k5-r2-gt,,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n5-k5/twin.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n5-carried-p0_15-k5-r2-gt --label stride-55map-2026-08-25__g384-ov192-55map-n5-carried-p0_15-k5-r2-gt-unverified,"twin derived by re-clustering passes[:5] exactly as scripts/stride55_ladder.py builds the rung, then taking the shell vote_count >= 5 at prob_t = 0.0; 14889 features, gated against the rung's recorded pre-verifier count (results/55map-final-board-2026-08-27/sweep_B-N5.csv + results/55map-final-board-r2-2026-09-06/sweep_B-N5.csv) and against a full-K rebuild of the committed union (57482 features, max centroid drift 0.069 m)"
pair::stride-55map-2026-08-25::g384-ov192-55map-n10-verified37-oracle-p0.96-k9-r2-gt,stride-55map-2026-08-25::g384-ov192-55map-n10-verified37-oracle-p0.96-k9-r2-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,10,9,0.96,ready-after-materialise,union,,,,,outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/union_k10.geojson,,vote_count >= 9,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-verified37-oracle-p0_96-k9-r2-gt,python scripts/materialise_pairing_twin.py --union outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/union_k10.geojson --min-votes 9 --expect-manifest outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-verified37-oracle-p0_96-k9-r2-gt/twin-9of10.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-verified37-oracle-p0_96-k9-r2-gt/twin-9of10.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-verified37-oracle-p0_96-k9-r2-gt --label stride-55map-2026-08-25__g384-ov192-55map-n10-verified37-oracle-p0_96-k9-r2-gt-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/crops/candidate_manifest.json"
pair::stride-55map-2026-08-25::g384-ov192-55map-n10-verified37-carried-p0.98-k10-r2-gt,stride-55map-2026-08-25::g384-ov192-55map-n10-verified37-carried-p0.98-k10-r2-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,10,10,0.98,ready-after-materialise,union,,,,,outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/union_k10.geojson,,vote_count >= 10,inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-verified37-carried-p0_98-k10-r2-gt,python scripts/materialise_pairing_twin.py --union outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/union_k10.geojson --min-votes 10 --expect-manifest outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/crops/candidate_manifest.json --output results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-verified37-carried-p0_98-k10-r2-gt/twin-10of10.geojson,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-verified37-carried-p0_98-k10-r2-gt/twin-10of10.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n10-verified37-carried-p0_98-k10-r2-gt --label stride-55map-2026-08-25__g384-ov192-55map-n10-verified37-carried-p0_98-k10-r2-gt-unverified,"the paired shell must be filtered out of the union before scoring; no API spend, no re-aggregation; union cross-checked against outputs/stride-55map-2026-08-25/verifier/g384_ov192_55map/crops/candidate_manifest.json"
pair::stride-55map-2026-08-25::g384-ov192-55map-n1-verified37-oracle-p0.96-k1-r2-gt,stride-55map-2026-08-25::g384-ov192-55map-n1-verified37-oracle-p0.96-k1-r2-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,1,1,0.96,ready,first-n-recluster,,,results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n1-k1/twin.geojson,,,,"vote_count >= 1 at prob_t = 0.0, over clusters re-built from passes[:1]",inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n1-verified37-oracle-p0_96-k1-r2-gt,,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n1-k1/twin.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n1-verified37-oracle-p0_96-k1-r2-gt --label stride-55map-2026-08-25__g384-ov192-55map-n1-verified37-oracle-p0_96-k1-r2-gt-unverified,"twin derived by re-clustering passes[:1] exactly as scripts/stride55_ladder.py builds the rung, then taking the shell vote_count >= 1 at prob_t = 0.0; 24923 features, gated against the rung's recorded pre-verifier count (results/55map-final-board-2026-08-27/sweep_B-N1.csv + results/55map-final-board-r2-2026-09-06/sweep_B-N1.csv) and against a full-K rebuild of the committed union (57482 features, max centroid drift 0.069 m)"
pair::stride-55map-2026-08-25::g384-ov192-55map-n3-verified37-oracle-p0.96-k3-r2-gt,stride-55map-2026-08-25::g384-ov192-55map-n3-verified37-oracle-p0.96-k3-r2-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,3,3,0.96,ready,first-n-recluster,,,results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n3-k3/twin.geojson,,,,"vote_count >= 3 at prob_t = 0.0, over clusters re-built from passes[:3]",inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n3-verified37-oracle-p0_96-k3-r2-gt,,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n3-k3/twin.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n3-verified37-oracle-p0_96-k3-r2-gt --label stride-55map-2026-08-25__g384-ov192-55map-n3-verified37-oracle-p0_96-k3-r2-gt-unverified,"twin derived by re-clustering passes[:3] exactly as scripts/stride55_ladder.py builds the rung, then taking the shell vote_count >= 3 at prob_t = 0.0; 16706 features, gated against the rung's recorded pre-verifier count (results/55map-final-board-2026-08-27/sweep_B-N3.csv + results/55map-final-board-r2-2026-09-06/sweep_B-N3.csv) and against a full-K rebuild of the committed union (57482 features, max centroid drift 0.069 m)"
pair::stride-55map-2026-08-25::g384-ov128-55map-n3-carried-posthoc-p0.15-k3-r2-gt,stride-55map-2026-08-25::g384-ov128-55map-n3-carried-posthoc-p0.15-k3-r2-gt,stride-55map-2026-08-25,g384_ov128_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,3,3,0.15,ready,first-n-recluster,,,results/uplift-supplement/verifier-pairing/first-n/g384_ov128_55map-n3-k3/twin.geojson,,,,"vote_count >= 3 at prob_t = 0.0, over clusters re-built from passes[:3]",inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-n3-carried-posthoc-p0_15-k3-r2-gt,,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/first-n/g384_ov128_55map-n3-k3/twin.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov128-55map-n3-carried-posthoc-p0_15-k3-r2-gt --label stride-55map-2026-08-25__g384-ov128-55map-n3-carried-posthoc-p0_15-k3-r2-gt-unverified,"twin derived by re-clustering passes[:3] exactly as scripts/stride55_ladder.py builds the rung, then taking the shell vote_count >= 3 at prob_t = 0.0; 12682 features, gated against the rung's recorded pre-verifier count (results/55map-final-board-2026-08-27/sweep_A-N3.csv + results/55map-final-board-r2-2026-09-06/sweep_A-N3.csv) and against a full-K rebuild of the committed union (38713 features, max centroid drift 0.069 m)"
pair::stride-55map-2026-08-25::g384-ov192-55map-n3-carried-posthoc-p0.15-k3-r2-gt,stride-55map-2026-08-25::g384-ov192-55map-n3-carried-posthoc-p0.15-k3-r2-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|r2|50m|55maps-8541,55-map|r2|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,r2,50,55maps-8541,3,3,0.15,ready,first-n-recluster,,,results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n3-k3/twin.geojson,,,,"vote_count >= 3 at prob_t = 0.0, over clusters re-built from passes[:3]",inputs/vectors/references/best-available-gt-55maps-r2.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,evaluate_detections,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n3-carried-posthoc-p0_15-k3-r2-gt,,python scripts/evaluate_detections.py --detections results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n3-k3/twin.geojson --ground-truth inputs/vectors/references/best-available-gt-55maps-r2.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 5 10 15 20 25 30 35 40 45 50 75 100 125 150 --bootstrap 10000 --seed 42 --mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n3-carried-posthoc-p0_15-k3-r2-gt --label stride-55map-2026-08-25__g384-ov192-55map-n3-carried-posthoc-p0_15-k3-r2-gt-unverified,"twin derived by re-clustering passes[:3] exactly as scripts/stride55_ladder.py builds the rung, then taking the shell vote_count >= 3 at prob_t = 0.0; 16706 features, gated against the rung's recorded pre-verifier count (results/55map-final-board-2026-08-27/sweep_B-N3.csv + results/55map-final-board-r2-2026-09-06/sweep_B-N3.csv) and against a full-K rebuild of the committed union (57482 features, max centroid drift 0.069 m)"
pair::stride-55map-2026-08-25::g384-ov192-55map-n5-carried-p0.15-k5-canonical-gt,stride-55map-2026-08-25::g384-ov192-55map-n5-carried-p0.15-k5-canonical-gt,stride-55map-2026-08-25,g384_ov192_55map,55-map|canonical|50m|55maps-8541,55-map|canonical|50m|55maps-8541,"same-recipe-by-construction: the twin is scored with the verified cell's own recorded recipe, so its reference, buffer, and frame are that cell's by construction",55-map,canonical,50,55maps-8541,5,5,0.15,ready,first-n-recluster,,,results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n5-k5/twin.geojson,,,,"vote_count >= 5 at prob_t = 0.0, over clusters re-built from passes[:5]",inputs/vectors/references/canonical-gt-55maps-r50.geojson,inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson,corrected_f1_multi_buffer,results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n5-carried-p0_15-k5-canonical-gt,,python scripts/compute_corrected_f1_multi_buffer.py --verified-detections results/uplift-supplement/verifier-pairing/first-n/g384_ov192_55map-n5-k5/twin.geojson --student-gt inputs/vectors/references/student-mounds-55maps-reviewed.geojson --bounds inputs/vectors/bounds/384/55maps_evaluation_bounds.geojson --buffers 20 30 50 --n-bootstrap 10000 --seed 42 --compute-mcc --output-dir results/uplift-supplement/verifier-pairing/stride-55map-2026-08-25__g384-ov192-55map-n5-carried-p0_15-k5-canonical-gt --review-yesterday results/stride55-2026-08-27/empty-yesterday-review.csv --review-today results/deployment-oracle-2026-06-06/canonical-gt/canonical-review.csv,"twin derived by re-clustering passes[:5] exactly as scripts/stride55_ladder.py builds the rung, then taking the shell vote_count >= 5 at prob_t = 0.0; 14889 features, gated against the rung's recorded pre-verifier count (results/55map-final-board-2026-08-27/sweep_B-N5.csv + results/55map-final-board-r2-2026-09-06/sweep_B-N5.csv) and against a full-K rebuild of the committed union (57482 features, max centroid drift 0.069 m)"
