condition_id,run_id,label,proposer_pool,architecture,aggregation,derived_modality,derivation_basis,from_transmitted_configuration,routes_disagree,register_pool_modality,register_verifier_modality,passes_manifest_modality,pool_token,label_token,board_membership_track,board_opmax_track,board_opmax_modality,n_mismatches
pv-diag-384::pv-high-image-t0.3-n5-opmax,pv-diag-384,pv-high-image-t0.3-n5-opmax,flash-high-image-n5-image-t0.3,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,,image,image,0
pv-diag-384::pv-min-image-t1.0-n10-opmax,pv-diag-384,pv-min-image-t1.0-n10-opmax,image-n5-image-t1.0,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,,image,image,0
pv-diag-384::pv-min-image-t1.0-n5-opmax,pv-diag-384,pv-min-image-t1.0-n5-opmax,image-n5-image-t1.0,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,,image,image,0
pv-diag-384::pv-high-image-t1.0-n5-opmax,pv-diag-384,pv-high-image-t1.0-n5-opmax,flash-high-image-n5-image-t1.0,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,,image,image,0
pv-diag-384::pv-high-text-t0.0-n3-recovery-2026-09-08-opmax,pv-diag-384,pv-high-text-t0.0-n3-recovery-2026-09-08-opmax,flash-high-text-n5-text-t0.0,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-high-text-t0.0-n3-recovery-2026-09-08-opmax-era2b,pv-diag-384,pv-high-text-t0.0-n3-recovery-2026-09-08-opmax-era2b,flash-high-text-n5-text-t0.0,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,,,,0
pv-diag-384::verified-adv-image-baseline-era2b,pv-diag-384,verified-adv-image-baseline-era2b,image-baseline,proposer-verifier,verified,image,run-metadata,True,False,,,,image,image,,,,0
pv-diag-384::verified-adv-image-baseline-medium-vf-era2b,pv-diag-384,verified-adv-image-baseline-medium-vf-era2b,image-baseline,proposer-verifier,verified,image,run-metadata,True,False,,,,image,image,,,,0
pv-diag-384::verified-adv-image-baseline-pro-vf-era2b,pv-diag-384,verified-adv-image-baseline-pro-vf-era2b,image-baseline,proposer-verifier,verified,image,run-metadata,True,False,,,,image,image,,,,0
pv-diag-384::verified-adv-pro-image-baseline-era2b,pv-diag-384,verified-adv-pro-image-baseline-era2b,pro-medium-image-baseline,proposer-verifier,verified,image,run-metadata,True,False,,,,image,image,,,,0
pv-diag-384::verified-adv-pro-image-baseline-medium-vf-era2b,pv-diag-384,verified-adv-pro-image-baseline-medium-vf-era2b,pro-medium-image-baseline,proposer-verifier,verified,image,run-metadata,True,False,,,,image,image,,,,0
pv-diag-384::verified-adv-pro-image-baseline-pro-vf-era2b,pv-diag-384,verified-adv-pro-image-baseline-pro-vf-era2b,pro-medium-image-baseline,proposer-verifier,verified,image,run-metadata,True,False,,,,image,image,,,,0
pv-diag-384::verified-adv-pro-text-baseline-era2b,pv-diag-384,verified-adv-pro-text-baseline-era2b,pro-medium-text-baseline,proposer-verifier,verified,text,run-metadata,True,False,,,,text,text,,,,0
pv-diag-384::verified-adv-pro-text-baseline-medium-vf-era2b,pv-diag-384,verified-adv-pro-text-baseline-medium-vf-era2b,pro-medium-text-baseline,proposer-verifier,verified,text,run-metadata,True,False,,,,text,text,,,,0
pv-diag-384::verified-adv-pro-text-baseline-pro-vf-era2b,pv-diag-384,verified-adv-pro-text-baseline-pro-vf-era2b,pro-medium-text-baseline,proposer-verifier,verified,text,run-metadata,True,False,,,,text,text,,,,0
pv-diag-384::verified-adv-text-baseline-era2b,pv-diag-384,verified-adv-text-baseline-era2b,text-baseline,proposer-verifier,verified,text,run-metadata,True,False,,,,text,text,,,,0
pv-diag-384::verified-adv-text-baseline-medium-vf-era2b,pv-diag-384,verified-adv-text-baseline-medium-vf-era2b,text-baseline,proposer-verifier,verified,text,run-metadata,True,False,,,,text,text,,,,0
pv-diag-384::verified-adv-text-baseline-pro-vf-era2b,pv-diag-384,verified-adv-text-baseline-pro-vf-era2b,text-baseline,proposer-verifier,verified,text,run-metadata,True,False,,,,text,text,,,,0
pv-diag-384::pv-min-text-t0.3-n1-opmax,pv-diag-384,pv-min-text-t0.3-n1-opmax,flash-minimal-text-n30-t07-text-t0.3,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-min-text-t0.3-n3-opmax,pv-diag-384,pv-min-text-t0.3-n3-opmax,flash-minimal-text-n30-t07-text-t0.3,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-min-text-t0.3-n3-carried-p0.15-k3,pv-diag-384,pv-min-text-t0.3-n3-carried-p0.15-k3,flash-minimal-text-n30-t07-text-t0.3,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-min-text-t0.7-n1-opmax,pv-diag-384,pv-min-text-t0.7-n1-opmax,flash-minimal-text-n30-t07-text-t0.7,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-min-text-t0.7-n3-opmax,pv-diag-384,pv-min-text-t0.7-n3-opmax,flash-minimal-text-n30-t07-text-t0.7,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-min-text-t0.7-n3-carried-p0.15-k3,pv-diag-384,pv-min-text-t0.7-n3-carried-p0.15-k3,flash-minimal-text-n30-t07-text-t0.7,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-min-text-t1.0-n1-opmax,pv-diag-384,pv-min-text-t1.0-n1-opmax,flash-minimal-text-n30-t07-text-t1.0,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-min-text-t1.0-n1-carried-p0.15-k1,pv-diag-384,pv-min-text-t1.0-n1-carried-p0.15-k1,flash-minimal-text-n30-t07-text-t1.0,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-min-text-t1.0-n3-opmax,pv-diag-384,pv-min-text-t1.0-n3-opmax,flash-minimal-text-n30-t07-text-t1.0,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-min-text-t1.0-n3-carried-p0.15-k3,pv-diag-384,pv-min-text-t1.0-n3-carried-p0.15-k3,flash-minimal-text-n30-t07-text-t1.0,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-high-text-t0.3-n1-opmax,pv-diag-384,pv-high-text-t0.3-n1-opmax,flash-high-text-n5-text-t0.3,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-high-text-t0.3-n1-carried-p0.15-k1,pv-diag-384,pv-high-text-t0.3-n1-carried-p0.15-k1,flash-high-text-n5-text-t0.3,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-high-text-t0.3-n3-opmax,pv-diag-384,pv-high-text-t0.3-n3-opmax,flash-high-text-n5-text-t0.3,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-high-text-t0.7-n1-opmax,pv-diag-384,pv-high-text-t0.7-n1-opmax,flash-high-text-n5-text-t0.7,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-high-text-t0.7-n3-opmax,pv-diag-384,pv-high-text-t0.7-n3-opmax,flash-high-text-n5-text-t0.7,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-high-text-t0.7-n3-carried-p0.15-k3,pv-diag-384,pv-high-text-t0.7-n3-carried-p0.15-k3,flash-high-text-n5-text-t0.7,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-high-text-t1.0-n1-opmax,pv-diag-384,pv-high-text-t1.0-n1-opmax,flash-high-text-n5-text-t1.0,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-high-text-t1.0-n1-carried-p0.15-k1,pv-diag-384,pv-high-text-t1.0-n1-carried-p0.15-k1,flash-high-text-n5-text-t1.0,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-high-text-t1.0-n3-opmax,pv-diag-384,pv-high-text-t1.0-n3-opmax,flash-high-text-n5-text-t1.0,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-high-text-t1.0-n3-carried-p0.15-k3,pv-diag-384,pv-high-text-t1.0-n3-carried-p0.15-k3,flash-high-text-n5-text-t1.0,proposer-verifier,verified,text,pass-metadata,True,False,text,,text,text,text,text,,,0
pv-diag-384::pv-min-image-t0.3-n1-opmax,pv-diag-384,pv-min-image-t0.3-n1-opmax,image-n5-image-t0.3,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-min-image-t0.3-n1-carried-p0.15-k1,pv-diag-384,pv-min-image-t0.3-n1-carried-p0.15-k1,image-n5-image-t0.3,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-min-image-t0.3-n3-opmax,pv-diag-384,pv-min-image-t0.3-n3-opmax,image-n5-image-t0.3,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-min-image-t0.7-n1-opmax,pv-diag-384,pv-min-image-t0.7-n1-opmax,image-n5-image-t0.7,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-min-image-t0.7-n3-opmax,pv-diag-384,pv-min-image-t0.7-n3-opmax,image-n5-image-t0.7,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-min-image-t0.7-n3-carried-p0.15-k3,pv-diag-384,pv-min-image-t0.7-n3-carried-p0.15-k3,image-n5-image-t0.7,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-min-image-t1.0-n1-opmax,pv-diag-384,pv-min-image-t1.0-n1-opmax,image-n5-image-t1.0,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-min-image-t1.0-n3-opmax,pv-diag-384,pv-min-image-t1.0-n3-opmax,image-n5-image-t1.0,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-min-image-t1.0-n3-carried-p0.15-k3,pv-diag-384,pv-min-image-t1.0-n3-carried-p0.15-k3,image-n5-image-t1.0,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-high-image-t0.3-n1-opmax,pv-diag-384,pv-high-image-t0.3-n1-opmax,flash-high-image-n5-image-t0.3,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-high-image-t0.3-n3-opmax,pv-diag-384,pv-high-image-t0.3-n3-opmax,flash-high-image-n5-image-t0.3,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-high-image-t0.3-n3-carried-p0.15-k3,pv-diag-384,pv-high-image-t0.3-n3-carried-p0.15-k3,flash-high-image-n5-image-t0.3,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-high-image-t0.7-n1-opmax,pv-diag-384,pv-high-image-t0.7-n1-opmax,flash-high-image-n5-image-t0.7,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-high-image-t0.7-n3-opmax,pv-diag-384,pv-high-image-t0.7-n3-opmax,flash-high-image-n5-image-t0.7,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-high-image-t0.7-n3-carried-p0.15-k3,pv-diag-384,pv-high-image-t0.7-n3-carried-p0.15-k3,flash-high-image-n5-image-t0.7,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-high-image-t1.0-n1-opmax,pv-diag-384,pv-high-image-t1.0-n1-opmax,flash-high-image-n5-image-t1.0,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-high-image-t1.0-n1-carried-p0.15-k1,pv-diag-384,pv-high-image-t1.0-n1-carried-p0.15-k1,flash-high-image-n5-image-t1.0,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-high-image-t1.0-n3-opmax,pv-diag-384,pv-high-image-t1.0-n3-opmax,flash-high-image-n5-image-t1.0,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-high-image-t1.0-n3-carried-p0.15-k3,pv-diag-384,pv-high-image-t1.0-n3-carried-p0.15-k3,flash-high-image-n5-image-t1.0,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,image,image,image,,,0
pv-diag-384::pv-scale4-optimal-n1-opmax,pv-diag-384,pv-scale4-optimal-n1-opmax,scale-4-optimal-487,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,,,text,,,1
pv-diag-384::pv-scale4-optimal-n1-carried-p0.15-k1,pv-diag-384,pv-scale4-optimal-n1-carried-p0.15-k1,scale-4-optimal-487,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,,,text,,,1
pv-diag-384::pv-scale4-optimal-n3-opmax,pv-diag-384,pv-scale4-optimal-n3-opmax,scale-4-optimal-487,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,,,text,,,1
pv-diag-384::pv-scale4-optimal-n3-carried-p0.15-k3,pv-diag-384,pv-scale4-optimal-n3-carried-p0.15-k3,scale-4-optimal-487,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,,,text,,,1
h12-v2::greedy-r1-hn-heavy,h12-v2,greedy-r1-hn-heavy,r1-hn-heavy,consensus,greedy,image,pass-metadata,True,False,image,,image,,,,,,0
h12-v2::greedy-r2-balanced,h12-v2,greedy-r2-balanced,pool_160_hp4hn4,consensus,greedy,,,False,False,,,,,,,,,0
h12-v2::greedy-r3-hp-heavy,h12-v2,greedy-r3-hp-heavy,r3-hp-heavy,consensus,greedy,image,pass-metadata,True,False,image,,image,,,,,,0
h12-v2::wbf-r1-hn-heavy,h12-v2,wbf-r1-hn-heavy,r1-hn-heavy,consensus,wbf,image,pass-metadata,True,False,image,,image,,,,,,0
h12-v2::wbf-r2-balanced,h12-v2,wbf-r2-balanced,pool_160_hp4hn4,consensus,wbf,,,False,False,,,,,,,,,0
h12-v2::wbf-r3-hp-heavy,h12-v2,wbf-r3-hp-heavy,r3-hp-heavy,consensus,wbf,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::greedy-pure-positive-canon,h8-v2,greedy-pure-positive-canon,pure-positive-canon,consensus,greedy,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::greedy-canonical,h8-v2,greedy-canonical,canonical,consensus,greedy,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::greedy-plus-hp,h8-v2,greedy-plus-hp,plus-hp,consensus,greedy,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::greedy-scale-4,h8-v2,greedy-scale-4,scale-4,consensus,greedy,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::greedy-scale-8,h8-v2,greedy-scale-8,scale-8,consensus,greedy,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::greedy-scale-16,h8-v2,greedy-scale-16,scale-16,consensus,greedy,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::greedy-scale-32,h8-v2,greedy-scale-32,scale-32,consensus,greedy,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::wbf-pure-positive-canon,h8-v2,wbf-pure-positive-canon,pure-positive-canon,consensus,wbf,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::wbf-canonical,h8-v2,wbf-canonical,canonical,consensus,wbf,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::wbf-plus-hp,h8-v2,wbf-plus-hp,plus-hp,consensus,wbf,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::wbf-scale-4,h8-v2,wbf-scale-4,scale-4,consensus,wbf,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::wbf-scale-8,h8-v2,wbf-scale-8,scale-8,consensus,wbf,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::wbf-scale-16,h8-v2,wbf-scale-16,scale-16,consensus,wbf,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::wbf-scale-32,h8-v2,wbf-scale-32,scale-32,consensus,wbf,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::verified-scale-4,h8-v2,verified-scale-4,scale-4,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::verified-wbf-scale-4,h8-v2,verified-wbf-scale-4,scale-4,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,,,,,,0
h8-v2::verified-wbf-scale-8,h8-v2,verified-wbf-scale-8,scale-8,proposer-verifier,verified,image,pass-metadata,True,False,image,,image,,,,,,0
retest-phase2a::brief-text,retest-phase2a,brief-text,brief-text,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2a::brief-text-image,retest-phase2a,brief-text-image,brief-text-image,single-pass,none,image,pass-metadata,True,False,image,,image,both,both,,,,0
retest-phase2a::image-only,retest-phase2a,image-only,image-only,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2a::verbose-text,retest-phase2a,verbose-text,verbose-text,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2a::verbose-text-image,retest-phase2a,verbose-text-image,verbose-text-image,single-pass,none,image,pass-metadata,True,False,image,,image,both,both,,,,0
retest-phase2b::image-t0.0,retest-phase2b,image-t0.0,track1-image-t0.0,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2b::image-t0.3,retest-phase2b,image-t0.3,track1-image-t0.3,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2b::image-t0.7,retest-phase2b,image-t0.7,track1-image-t0.7,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2b::image-t1.0,retest-phase2b,image-t1.0,track1-image-t1.0,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2b::image-t1.3,retest-phase2b,image-t1.3,track1-image-t1.3,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2b::text-t0.0,retest-phase2b,text-t0.0,track2-text-t0.0,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2b::text-t0.3,retest-phase2b,text-t0.3,track2-text-t0.3,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2b::text-t0.7,retest-phase2b,text-t0.7,track2-text-t0.7,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2b::text-t1.0,retest-phase2b,text-t1.0,track2-text-t1.0,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2b::text-t1.3,retest-phase2b,text-t1.3,track2-text-t1.3,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2b::verified-adv-text-t0.0,retest-phase2b,verified-adv-text-t0.0,text-t0.0,proposer-verifier,verified,text,pool-name-token,False,False,,,,text,text,,,,0
retest-phase2b::verified-adv-image-t0.0,retest-phase2b,verified-adv-image-t0.0,image-t0.0,proposer-verifier,verified,image,pool-name-token,False,False,,,,image,image,,,,0
retest-phase2c::image-canonical,retest-phase2c,image-canonical,track1-image-canonical,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2c::image-plus-hp,retest-phase2c,image-plus-hp,track1-image-plus-hp,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2c::image-pure-positive-canon,retest-phase2c,image-pure-positive-canon,track1-image-pure-positive-canon,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2c::image-scale-4,retest-phase2c,image-scale-4,track1-image-scale-4,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2c::image-scale-8,retest-phase2c,image-scale-8,track1-image-scale-8,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2c::image-exploratory-pure-positive-2hp,retest-phase2c,image-exploratory-pure-positive-2hp,track1-image-exploratory-pure-positive-2hp,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2c::image-exploratory-pure-positive-4hp,retest-phase2c,image-exploratory-pure-positive-4hp,track1-image-exploratory-pure-positive-4hp,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2c::image-exploratory-pure-positive-canon,retest-phase2c,image-exploratory-pure-positive-canon,track1-image-exploratory-pure-positive-canon,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2c::text-canonical,retest-phase2c,text-canonical,track2-text-canonical,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2c::text-plus-hp,retest-phase2c,text-plus-hp,track2-text-plus-hp,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2c::text-pure-positive-canon,retest-phase2c,text-pure-positive-canon,track2-text-pure-positive-canon,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2c::text-scale-4,retest-phase2c,text-scale-4,track2-text-scale-4,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2c::text-scale-8,retest-phase2c,text-scale-8,track2-text-scale-8,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2d::image-terse,retest-phase2d,image-terse,track1-image-terse,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2d::image-verbose,retest-phase2d,image-verbose,track1-image-verbose,single-pass,none,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase2d::text-terse,retest-phase2d,text-terse,track2-text-terse,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2d::text-verbose,retest-phase2d,text-verbose,track2-text-verbose,single-pass,none,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase2e::canonical-first,retest-phase2e,canonical-first,canonical-first,single-pass,none,image,pass-metadata,True,False,image,,image,,,,,,0
retest-phase2e::canonical-last,retest-phase2e,canonical-last,canonical-last,single-pass,none,image,pass-metadata,True,False,image,,image,,,,,,1
retest-phase2e::config-default,retest-phase2e,config-default,config-default,single-pass,none,image,pass-metadata,True,False,image,,image,,,,,,0
retest-phase2e::random,retest-phase2e,random,random,single-pass,none,image,pass-metadata,True,False,image,,image,,,,,,0
retest-phase3a::image-t0.3-n5-4of5,retest-phase3a,image-t0.3-n5-4of5,track1-image-t0.3,consensus,consensus,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase3a::image-t0.3-n10-8of10,retest-phase3a,image-t0.3-n10-8of10,track1-image-t0.3,consensus,consensus,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase3a::image-t0.3-n30-22of30,retest-phase3a,image-t0.3-n30-22of30,track1-image-t0.3,consensus,consensus,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase3a::image-t0.7-n5-4of5,retest-phase3a,image-t0.7-n5-4of5,track1-image-t0.7,consensus,consensus,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase3a::image-t0.7-n10-7of10,retest-phase3a,image-t0.7-n10-7of10,track1-image-t0.7,consensus,consensus,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase3a::image-t0.7-n30-18of30,retest-phase3a,image-t0.7-n30-18of30,track1-image-t0.7,consensus,consensus,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase3a::image-t1.0-n5-4of5,retest-phase3a,image-t1.0-n5-4of5,track1-image-t1.0,consensus,consensus,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase3a::image-t1.0-n10-7of10,retest-phase3a,image-t1.0-n10-7of10,track1-image-t1.0,consensus,consensus,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase3a::image-t1.0-n30-19of30,retest-phase3a,image-t1.0-n30-19of30,track1-image-t1.0,consensus,consensus,image,pass-metadata,True,False,image,,image,image,image,,,,0
retest-phase3a::text-t0.3-n5-5of5,retest-phase3a,text-t0.3-n5-5of5,track2-text-t0.3,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a::text-t0.3-n10-8of10,retest-phase3a,text-t0.3-n10-8of10,track2-text-t0.3,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a::text-t0.3-n30-23of30,retest-phase3a,text-t0.3-n30-23of30,track2-text-t0.3,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a::text-t0.7-n5-4of5,retest-phase3a,text-t0.7-n5-4of5,track2-text-t0.7,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a::text-t0.7-n10-8of10,retest-phase3a,text-t0.7-n10-8of10,track2-text-t0.7,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a::text-t0.7-n30-24of30,retest-phase3a,text-t0.7-n30-24of30,track2-text-t0.7,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a::text-t1.0-n5-4of5,retest-phase3a,text-t1.0-n5-4of5,track2-text-t1.0,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a::text-t1.0-n10-7of10,retest-phase3a,text-t1.0-n10-7of10,track2-text-t1.0,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a::text-t1.0-n30-22of30,retest-phase3a,text-t1.0-n30-22of30,track2-text-t1.0,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a::verified-adv-image-t0.7-n30-18of30,retest-phase3a,verified-adv-image-t0.7-n30-18of30,image-t0.7-n30-18of30,proposer-verifier,verified,image,pool-name-token,False,False,,,,image,image,,,,0
retest-phase3a-high::text-high-t0.3-n5-4of5,retest-phase3a-high,text-high-t0.3-n5-4of5,track2-text-t0.3,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a-high::text-high-t0.3-n10-8of10,retest-phase3a-high,text-high-t0.3-n10-8of10,track2-text-t0.3,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a-high::text-high-t0.3-n30-23of30,retest-phase3a-high,text-high-t0.3-n30-23of30,track2-text-t0.3,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a-high::text-high-t0.7-n5-4of5,retest-phase3a-high,text-high-t0.7-n5-4of5,track2-text-t0.7,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a-high::text-high-t0.7-n10-7of10,retest-phase3a-high,text-high-t0.7-n10-7of10,track2-text-t0.7,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a-high::text-high-t0.7-n30-22of30,retest-phase3a-high,text-high-t0.7-n30-22of30,track2-text-t0.7,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
retest-phase3a-high::text-high-t1.0-n5-4of5,retest-phase3a-high,text-high-t1.0-n5-4of5,track2-text-t1.0,consensus,consensus,text,pass-metadata,True,False,text,,text,text,text,,,,0
